fecha,AAPL,GOOGL,MSFT,AMZN,TSLA,JPM,JNJ,XOM,WMT,PG
2024-02-08,114.9692324533232,100.82902301494401,106.90185214922096,112.81423309336535,110.3667162557218,88.33624886627611,95.88243269414447,96.95001698588811,105.70909746773133,96.36661932379113
2024-02-09,112.96093190164855,99.44510036824053,105.51121761392272,108.90617372608013,106.62302865934413,87.63173388415125,95.63759681523484,96.20589675680662,105.40995602161853,95.6725055767844
2024-02-12,113.23467654905939,99.4334033250589,106.23005479781433,110.27926571095833,106.80217408657194,86.42883547588102,96.11282254763422,99.07804372555023,103.83016389490054,95.97578450555415
2024-02-13,113.7849718732229,101.16657114304802,107.28724182849955,108.59117144929749,109.98116451401877,86.57308764376327,97.07516946249879,99.53583687385026,105.59120746136408,96.90088122778118
2024-02-14,114.8847537539544,101.9219618189944,107.85528329345726,107.92283344376827,107.33211293173531,85.71906002829438,95.89870422397192,98.37757215518329,104.83599202500005,95.49443973200955
2024-02-15,117.48101598768717,101.94414034042099,108.7441443180179,109.66206778153663,108.09010832517797,85.59757602663119,95.39101060923545,99.76322148331526,105.41528278081283,96.229587244648
2024-02-16,119.26745048252637,101.47538716770941,108.31307227340429,110.18307393809474,107.94678058825093,84.86806077118209,95.24032789685741,98.06557075436076,107.23624680514781,94.74094722467272
2024-02-19,118.2974593459968,101.09617585047762,108.6964378991902,109.80448573944673,110.96109105412646,84.40037637894997,94.36224241213408,96.70220733013649,106.80343713024814,95.60547124608863
2024-02-20,118.75116343535933,100.05919884557417,108.17720575116186,109.18839255064418,110.40264206343761,82.08526932769269,93.4739915591043,95.66642289826333,106.85997722899427,95.38942351178825
2024-02-21,117.44513327163646,100.8634667864551,107.9012775233178,108.47217057110278,110.11069627499845,81.50111737440663,92.75850966519205,96.70124336984803,104.79014660077677,95.10552158602678
2024-02-22,113.90761936760295,100.62042797469721,107.41746216766857,106.05507842649384,106.54197545175654,81.13035886587313,92.58044571789605,94.70268852328017,102.97652177780937,93.22818248085572
2024-02-23,114.91438405939456,100.58520203764407,108.91821733315378,105.16840916672665,107.4460107268003,78.54205699713064,92.10277858983397,92.26142913343517,102.91508839046891,92.69667565142814
2024-02-26,112.66861757447023,100.45008531788167,108.65285737031728,102.15564481181087,104.53187762446078,77.06532787918064,92.11446382083327,89.86308495192453,100.43375445182635,91.97862972752355
2024-02-27,115.23494636580527,100.64018788361703,110.23533610231878,103.64311752242695,105.70757819745904,76.15654375557442,91.79295350435106,88.92137308209415,99.61656717312151,92.22559480237383
2024-02-28,112.84936809870538,99.74552014154874,108.4042175952173,101.30674248525675,102.71269426401211,76.13259281979752,92.97377702551462,89.99677012628361,98.30955245313693,92.31169153693244
2024-02-29,112.68417247518168,100.38286769237273,108.90756454410015,101.66850233400524,104.08908372652516,77.37017302686787,93.41378259370177,90.7006079740479,96.90401524287292,93.68803422388541
2024-03-01,113.60220708248062,100.40063182972003,108.40795417937606,101.81752633822583,102.88117009444903,76.32475178682202,93.07379712186659,88.99803156906201,94.75659658621653,93.04860867977278
2024-03-04,114.63856398787907,101.15285521856916,108.388800607448,103.35870566323923,101.46770834763919,78.34113137038376,94.79059335255246,91.92266039309258,95.47322917271579,94.16904425288023
2024-03-05,115.30836877627294,102.40843667355603,108.74717949157032,104.36435101845008,103.02583042898632,79.68309509609148,94.98162242523239,94.0840697334188,95.39270010538239,95.02602275712267
2024-03-06,114.74895873039878,101.03461558308767,107.63226049740473,102.12909599777069,101.05845119875372,79.09525858165468,94.71069163228125,91.28315139981837,96.99965796972734,94.17721701250497
2024-03-07,111.67308602712909,99.49263836695685,105.45053259664596,97.75813614871247,98.92672369830669,79.23806629806323,94.78472833646015,91.42144402619836,97.18443627005762,95.16212814270311
2024-03-08,111.28727207395703,101.4737839520178,106.50946113864684,97.35451101725998,99.7720560145509,80.25495487699921,95.68473501016867,92.31457483241411,95.78885873524844,95.5809229842947
2024-03-11,113.19116518213853,100.71575501326852,107.99716411762893,98.84799357101721,100.23907732243373,80.78756254371244,97.42316564346311,92.88252387846723,97.61101166414059,96.69013604196518
2024-03-12,112.13531730083022,101.52165925397688,106.28635638127207,97.22903238289823,97.913830966166,82.63989865443085,99.21579817684214,96.19746271282796,97.20759769189105,97.92660992714082
2024-03-13,112.4622874938578,102.06814955395487,106.88377573965592,96.38545223598312,97.8851974823361,82.97416120086926,99.24728485478613,96.60965654909934,99.69652735570166,97.9991495306412
2024-03-14,112.98160659945589,102.0514048313978,106.96608780686455,95.64043556047558,97.69814404455902,81.68598880523898,98.64135122484494,97.31666230456683,100.16141661618323,98.10038275298226
2024-03-15,112.04825389623853,103.15691471092154,106.91296488582047,93.02717922950757,97.97389621255249,81.26246144596712,98.31711574327868,94.61504137583995,100.51003635860042,98.05370617944595
2024-03-18,109.37759925811679,102.12642157083611,106.16359939267532,90.066704233239,96.3331254393768,81.63660742902275,99.11316066415334,94.17111142734296,100.36986391022569,98.35279609569429
2024-03-19,109.29636243495816,102.01125055029055,106.8692457145948,89.38610354572175,96.45931192952786,81.72514708523077,99.89690193941694,92.42639184478979,100.57740925882312,98.16185587153048
2024-03-20,110.89287348096248,102.63693474940757,109.09054217206696,91.57429876369659,97.42607294875606,81.97244085614648,101.4827470015336,94.9945522856358,101.06494416218028,98.97391642099183
2024-03-21,111.04352268919912,102.24771688129346,108.96633636788332,90.31313474009666,95.56415843830278,79.6134721585767,99.81563194715963,94.4822472657045,98.80897148239801,98.16321763588337
2024-03-22,111.20499746773051,102.44228573629182,109.65016161687296,90.34284334033993,97.1803429036577,79.70488959683613,102.07193662802733,99.43106769447091,100.8674693695133,99.85048924236791
2024-03-25,110.82734605630989,102.44994817214774,107.76529093763098,88.1295032191056,97.50550713815714,79.5482151409877,103.22301591515671,101.02151159855767,102.04195680185384,100.70151675286132
2024-03-26,111.28709180568106,102.6953823797695,106.78838125539735,90.77478189193448,98.54648360662063,79.94263726160774,102.61246632533667,102.16608139494406,102.86217299398513,100.14772605218906
2024-03-27,112.11948395208267,104.70966435483243,107.19111937208277,92.99214610195224,102.56634104767699,81.43432231996431,103.64462719659755,103.38804313835215,103.99051875015991,101.37850387667329
2024-03-28,113.85594716543503,106.36235250740476,108.60063197642377,94.01505151575087,105.24670234131466,82.46430379341813,103.56576721292363,103.14847356654853,104.75103411415442,101.89022570794661
2024-03-29,114.79770203596019,104.68317688191448,107.8532839984257,97.40720898999824,104.39681786226707,82.65249525858617,100.84822002107866,103.83635139293779,104.64438889529472,101.3787209280933
2024-04-01,114.13680975224209,103.84321804687235,106.34291633068432,97.24786742006556,104.39214707484565,82.40662449690461,100.23183603850634,104.11012356725904,105.31264802713677,101.61130165027575
2024-04-02,113.70634685638807,103.7080770288069,106.47167475709648,97.53388275604567,105.06848536816389,83.20452802098278,100.56603821408775,103.41538224269188,104.99082246453821,102.12229254453419
2024-04-03,112.38625685380043,100.81835809294257,105.07796997687132,96.67408097912481,103.26050580551754,83.42501086708889,99.64263346024597,104.00775065854768,105.7682104990001,102.4702711151562
2024-04-04,112.88472460872757,100.28326503369884,106.53276314928132,101.18581137554342,104.92943758933467,85.43960826968656,100.23006668277738,105.92817216672529,105.99158753059713,103.45379573483125
2024-04-05,112.60498646691472,97.84373703433083,105.62957634667492,98.89389727466666,103.19878524716063,84.37869908227974,99.69062609874099,104.74058870390049,107.46220499389699,103.97814076465652
2024-04-08,115.39298982307632,99.75718770446514,109.10205257850934,102.4910504169482,105.96803380754335,83.63889731759312,100.52603830041127,106.80830612735438,108.6110116962524,103.3099004518496
2024-04-09,115.92679368308175,100.89360412172952,110.19287745534211,104.05897150524991,105.26996749124586,84.88787000664603,99.42595418656452,105.05380257214595,107.88334584586738,102.32451224964282
2024-04-10,113.65938029661282,98.26578735521225,107.72294530164103,103.67879670453598,101.02481216667837,85.45020368875903,99.62841573373987,104.0099341313093,108.31344956222705,101.44899086188273
2024-04-11,113.3498744155604,98.73035191054129,106.66559804833382,101.84941804235227,102.1026930428196,85.85170906454063,100.77911447530062,104.67205397286533,108.58471666339484,102.63719965353326
2024-04-12,116.40304725119752,101.50974978455518,109.30990964429918,103.61475703724271,104.20931670912513,87.02361587737906,100.8441290230164,107.42847145852534,109.77180102340178,103.55946761325195
2024-04-15,116.03957014348235,99.62895036868852,109.13747585423013,101.97026449796458,101.23196882728938,85.64764272405814,100.21729926621508,106.4374847130085,110.53074339025963,102.92466392338254
2024-04-16,115.17262020192214,98.25315410586416,108.59080208109859,101.19610386161082,99.23385937617857,85.16612258318324,99.27672430861836,105.42524048399162,111.18871208738227,101.95322062124478
2024-04-17,116.90085003941986,99.94030727094619,108.61653102648998,103.53387956213928,102.76583269509638,85.17316575536961,98.11929720978851,104.81520174375687,112.22407066705662,101.38670761462586
2024-04-18,120.31567273531171,100.02826955804042,109.43332196327277,107.13138350977509,105.89720432944016,85.6836717082529,98.12363750898167,105.11312781215808,112.66304900074584,102.67807411434372
2024-04-19,121.63187195273876,101.47801025932336,110.8133987825394,108.90279643136807,109.44580558607917,88.23346222431118,98.58428474136626,109.2535085464486,114.5864661276304,105.71321188842498
2024-04-22,122.77131591174542,101.92097562768282,112.20433945808948,112.02937958865316,112.28939911702905,89.21593639152766,98.85879480730233,108.19437241468584,117.63446789725973,104.97554096431915
2024-04-23,123.7776479272202,102.21921289196075,112.48405216969688,113.64479474628637,112.8029288813371,90.34679167800434,99.32095636739595,109.75821076383878,116.87238297893018,105.55416810445642
2024-04-24,124.11639389211263,100.86981104688672,111.78361141518843,112.81680507916471,111.43238921391178,91.57834233989844,99.73848959292769,108.4374497874164,118.78087780950382,105.73848702912369
2024-04-25,121.93389385605076,101.05838797275752,111.6035542222614,111.66585584667244,112.42137271714378,90.49165686273658,98.53531986943683,106.75300340547089,116.35563289651303,105.45026385052117
2024-04-26,118.46980068550137,99.49789005707419,110.48711608013927,108.32491826353001,112.46185233507428,92.9336259460914,99.8713796624531,105.06611422476962,117.33565625767127,106.93707860547794
2024-04-29,119.230272368414,99.10503399122798,110.59610395028399,108.28015861715072,111.58645307205472,91.75311525680586,100.29203620265271,104.93481817648504,117.54285200075397,105.85972643707711
2024-04-30,120.01167534183898,100.65666808633229,112.04455594523968,109.42359935211294,113.18988654493974,92.6008099335781,100.81220226471247,104.44604032416183,117.31351273848401,105.67680858250229
2024-05-01,116.90483777536068,98.7126597970099,109.98651840883485,108.61587038560448,111.37365994561321,92.7052994659599,101.42091103471948,105.93606735465976,117.9733381775385,105.61478696939903
2024-05-02,116.62146971740329,97.79689733210502,110.03601243919653,109.32094279217237,108.80983234273106,92.86090388313158,101.20464851533461,105.21657449955052,116.86028157060568,104.74520641472319
2024-05-03,120.14140568311092,99.24790984841087,111.65831919839053,112.73927996891281,114.18065676932888,93.90666344085031,101.5004573389398,105.1423460226667,117.25776056623732,106.19824257840156
2024-05-06,122.05887444837501,101.54325041152572,113.87103530363693,114.84451027647691,118.17859595831797,96.07954162829236,103.71805756734521,106.17882232373388,120.12548260085514,107.24556078811133
2024-05-07,123.08635380932076,101.4067247445515,113.4295357032394,113.62793593391606,120.39022486687192,95.29351008581483,103.13362568820071,105.24962408577747,121.3097159990153,108.40828569472474
2024-05-08,121.31445258709721,100.0987579699757,112.18299362512295,112.46534912404763,117.86404788172453,94.44769558081148,103.18954051533935,105.20549629597778,121.07976649385414,107.32743792780005
2024-05-09,123.00729813788466,101.0984786521603,114.54174569972795,114.95907673609646,119.88777745383231,94.01342042185658,103.01585620034741,106.68358567171123,120.56970845999298,107.86620655659809
2024-05-10,124.14984339755087,102.8740411795116,115.7494180097918,114.27982429909872,122.52864959231837,94.99722350690733,103.84708726628273,106.87347717160883,121.25525223730294,109.27363665355072
2024-05-13,120.4089493148407,99.3941505275037,113.24745497419508,111.09769944844265,114.89385582395258,93.76234730918102,103.17500668589481,105.1798785702476,119.09973068639464,107.88287713520836
2024-05-14,117.10288901875124,96.96667747958996,110.85476236872063,106.13152645906291,109.74885848439727,90.29522001113952,101.64313534185251,104.46424270824896,117.11572032651094,107.15881180042884
2024-05-15,116.86223518999853,96.29316389937503,109.83344207373453,106.27600079175326,108.78980520478082,89.9116269728334,102.26574872867884,106.81101969379587,116.39234803764809,107.57621475396815
2024-05-16,117.35915517682885,96.44370210930754,109.82674875186211,104.20693110553601,108.79419958631335,88.76012604854735,102.18125915877232,105.69845948072859,116.90178609198675,106.77758537892743
2024-05-17,116.87889044780644,96.37266355540268,111.46968936097586,104.51084208793559,110.41616049776185,89.36957138162383,104.25048199592375,104.52298749802328,117.66119016565982,106.84359333832245
2024-05-20,118.12543652290277,97.36185448716338,113.4280733239755,106.45824394146292,113.70873014529437,89.88362348166915,104.58510410970824,104.23018395102498,120.05763747912435,107.18856410961754
2024-05-21,120.92058745294072,100.43942139884824,115.88401953096165,108.69215421763163,119.6727804049182,88.13894201629253,104.1662072534744,104.05924451115523,119.81449033427133,107.54644929922593
2024-05-22,119.93400606907079,98.98902548355106,114.2026461595527,107.03941062025389,116.27858192394064,87.26362877104775,102.19004823326108,101.74344527581222,118.4248382199972,106.16244699991753
2024-05-23,123.27925435240469,101.27508090393584,116.20249003357164,110.4114780479555,122.86803722468957,88.93267932423178,103.9003817703735,102.68089325672847,120.03778304276364,108.28408394154648
2024-05-24,125.25829592543052,103.07578987043276,118.69834844149489,111.07121518220325,127.9441289527804,91.11775959447633,105.80942730373266,103.30272627521835,121.13087335957823,110.78359903151795
2024-05-27,125.8298252695262,102.29748099087298,119.13350419217613,110.44681374004162,124.97660515897202,89.19704334892896,105.05797496501343,101.05516401971883,120.34119698772726,109.39912801173122
2024-05-28,125.67462554914272,102.46341757208113,119.02623875622001,110.4148559260916,123.85637042456769,90.5788352821314,105.53729536419168,101.52620875738693,120.10601359027599,109.49480831061031
2024-05-29,126.73859759349664,104.19468036237724,119.15384754616974,107.26936563278728,127.2499627625195,88.87005765871275,104.77772442408896,100.70614029812104,120.87412905849591,110.63672839703132
2024-05-30,125.40390628380149,103.00990147794813,119.50867518131984,105.70303743312712,122.96424220005703,88.46077884282623,105.77760517279565,99.56420262104086,119.90400425863808,109.62615420042667
2024-05-31,126.17330616493105,104.29973729565549,119.79687077346102,103.48343261243014,123.0047463281358,88.0597392829623,106.16494558388965,98.6959134196263,119.23263302550387,109.98824021612457
2024-06-03,125.43017385495958,105.0726251192093,119.89831315865622,103.54191361612845,123.72166795041905,86.00060719369982,105.1598952137796,97.6440376741339,117.12551183073802,108.3176354478566
2024-06-04,121.69273376590243,104.73112964499302,118.23181296013256,102.02771879725502,120.35902249994969,85.96183053559267,103.05223121573114,97.44368693938816,115.7577460401715,106.67623847664291
2024-06-05,125.72656257937211,105.7322956457073,119.83920137548097,103.9643972517775,121.66509629198447,88.33381707925702,103.87244628009081,98.57322917302963,117.31846434508044,108.08510646390165
2024-06-06,124.12092129129843,105.62702515373539,118.9765495079033,105.87956057122713,124.31795126203374,89.90555164249236,104.91408950000397,97.73706787682103,118.73467093323033,107.32996760994904
2024-06-07,125.0380299333985,105.94623720626129,118.30017038987012,106.41541821180337,125.9916247469579,89.65244049372748,104.16945904775515,97.71434900637533,118.48070699534499,108.04211581187741
2024-06-10,128.2269144169551,107.93825104736304,120.85572444519977,110.97455537872791,131.15368712059575,89.72398576650232,103.43994330676146,100.25042118125701,119.23615024133973,108.55950748742997
2024-06-11,125.8659386419967,105.14593556994154,118.04153777385855,108.67091983348479,125.91543989384458,88.9360380869037,102.48411828193146,97.7286582246721,118.58307191875994,107.12773830168096
2024-06-12,123.07006596273837,103.04597558665272,116.2069238903003,106.98736229274182,124.59488312642519,87.49507009903573,101.63290241069633,96.37198695051464,117.97224970847994,106.30220703783016
2024-06-13,122.15406913283556,100.79758421357208,113.56091948945816,107.48750291179579,121.95468426433271,87.39177791092065,102.04042794782154,96.34835897035468,118.29445083341342,106.15312405726175
2024-06-14,122.96706529707812,100.22923806527601,112.33053118192923,105.6139517977415,119.44597705446805,87.59495120426583,102.7735379098997,96.30337416048843,119.58230192017491,106.94748820288547
2024-06-17,120.5635423510291,100.81090411307099,111.54442253531732,106.30855799773683,119.18916533403358,87.35852934314323,102.12985029254429,96.76895376522775,118.24368449257011,105.5690898107256
2024-06-18,122.91552456288625,103.51489359267258,113.53144232194904,108.58035002884131,123.94210836291921,89.35814352326764,102.17489458172011,96.85128234471672,118.85387610788345,106.32598199951148
2024-06-19,120.64246211775627,102.97776361477148,112.43468929381932,106.09271126099287,122.84645752348467,86.65493850593005,100.93316111921206,97.76483898293469,118.4845300639313,104.85667652404057
2024-06-20,119.24216001070745,103.34053353391079,111.93126565384028,104.94820745514525,123.55812289007925,86.6260862757261,102.37826170804544,98.6065625721503,118.09337103766309,105.67807920377759
2024-06-21,120.52939018004479,103.74639783728428,112.8727997990066,104.73046750912818,123.55031943909977,87.66895493390598,103.47427916569025,101.15603319674642,119.5781098132608,107.0055768342102
2024-06-24,118.73716880343773,104.40972376032181,112.64488620669474,103.69366301557974,123.12975745607093,87.87016905966007,102.85494620129808,99.33762150675273,118.84268707508018,106.43117974465112
2024-06-25,115.3827436538267,101.29267659181474,110.13942785807278,100.39551194120779,116.57051643194609,86.82810478171652,102.11835968292834,99.56482401173989,117.93996931138965,105.2681118704781
2024-06-26,114.47857521616862,102.23422707892516,109.52416701853573,99.02677500148764,115.83275946331001,86.46862928642831,100.89699526713804,98.56363379185231,116.95102128892444,104.21546266147993
2024-06-27,116.87854058769072,102.93487635318647,110.56925910774464,100.79504545984634,113.94805908248716,86.06286688757643,99.57015050936515,99.6477298253858,116.13923394864791,103.87614623494643
2024-06-28,114.7070702338452,104.44566151827365,110.29501710099605,98.58738633023945,113.92114591498866,86.5912141397349,99.8292601819784,98.84145772043757,113.21309134028176,104.39551561726043
2024-07-01,116.07177474694694,106.12069793979954,111.1268403435335,99.90865817364808,117.03328431757723,87.40388896048586,99.84446687170778,98.95362992383593,113.15111984920422,105.32284544026903
2024-07-02,117.15273723760077,106.18270039189807,111.50271284485503,97.43054818258972,116.86952463656336,88.30357013096358,101.02124834736871,99.14582786239579,114.39254957066998,106.8472445220886
2024-07-03,118.38651492898971,105.71762787006978,112.40606699105653,98.99570874887002,116.08855973681034,89.337382148157,102.12266858626086,101.1808629852717,115.58509038300213,107.45066994665942
2024-07-04,116.62065392885289,106.13890423223934,111.60852529358058,97.49676567792922,112.57802194770554,90.28934843252033,100.96631192235498,101.72045902405263,115.18467704547842,106.3258959760391
2024-07-05,112.1155805562596,105.70974335664249,108.12173990994445,94.87309332189335,111.85569865821502,91.10528562602671,100.51184721814812,101.40369480627074,114.25171685789151,106.41130658263685
2024-07-08,115.14738688012395,106.97613644551039,110.37505304579193,96.67079476249066,115.05635951594151,92.16449808882835,102.08801073760729,103.07790483960177,117.49964242174812,107.62046884768318
2024-07-09,117.36114882052512,108.01025840883554,112.27882856290887,97.7576128187208,118.66630205518085,91.90600955022329,102.40510160217501,104.91156114189769,118.59612150127947,108.85493246645686
2024-07-10,118.3658492283581,108.3330588679354,113.46371810314082,99.12772600558905,120.6283442281899,92.58051743490968,103.10715512642167,108.77412475634391,119.46964080145247,110.39520401513016
2024-07-11,116.61324566111949,108.39450965749528,112.7283106615347,98.15290922071253,121.20215509592316,91.98658708536058,102.08227512621617,105.62200120839681,119.45790291010542,108.94062008812737
2024-07-12,115.27442111748742,107.34145757521001,112.54457228898224,96.36192359176691,118.590302048591,88.60568254182239,100.54934673946454,102.51760964181085,117.05868105272279,107.47574423452296
2024-07-15,116.75685299404148,108.73200045274214,114.67588374762981,99.06565506144965,121.47582604409385,91.0376529643546,101.90063493501395,107.35778863090522,118.68946805585838,109.22004400265538
2024-07-16,116.24015366038519,107.56034375142671,114.90994045455373,99.95847824047112,120.23871260518578,90.81688135419134,101.80914968252621,106.4392227565957,119.36802807794172,107.9506743053688
2024-07-17,116.56002355905564,106.24143930530177,114.49412775370145,99.54670198306354,119.54452697271554,90.80575408659763,102.1994467975643,105.59386792041204,119.05056919168642,108.45142258840971
2024-07-18,113.34909698216617,103.4368255781006,111.93325488240211,94.81046258027219,115.85977343668881,89.17281882646773,101.31108101327465,100.53458888956966,119.34241422193367,106.96302730024723
2024-07-19,114.28849030982711,102.25783330565434,111.74546386910772,96.68904400125413,116.0561097428598,89.81050246911899,101.64480541135292,100.41734932702585,119.34617639363307,106.94108295948
2024-07-22,114.11320023635113,103.01832573023766,112.05539068004246,97.07995347718182,117.37734573825598,89.83487468436154,101.2894927101622,103.69713579791942,119.2543389779984,108.78157166144238
2024-07-23,112.74409193883459,101.4117943564549,110.42946621150166,95.26938438803863,118.55409787194846,88.7721232252543,101.33994746409074,102.05789052751581,120.70228586901575,109.55358856922972
2024-07-24,109.77636648949299,97.9372922162837,109.02216924136125,92.08676600165906,112.27793922187475,87.63871813088988,102.25481057061704,99.49584513195816,120.9489281721283,107.74238633340214
2024-07-25,112.19507067942196,98.41813749440092,109.52267788760614,93.02824071911513,111.12870567098632,87.25124028570384,100.49728701346976,97.65784829148215,121.38893544221213,106.80470586539755
2024-07-26,112.92940465265266,98.63076509182208,111.33936488274485,95.40785003070778,112.43319824858271,88.49181561390576,102.1349488276858,97.917404312224,121.2104679844643,107.0911306293559
2024-07-29,111.69325908431534,97.61380571615639,110.75313621130464,94.8485281688254,108.04315786508627,88.96270418859523,101.12274050650835,97.49081215889261,118.00018415223806,106.2856430471703
2024-07-30,114.80105877448949,100.2311070038395,113.96357239850711,98.28057796320532,111.2243663041607,90.04118284851776,101.60479574861965,99.34829935458473,119.59180459252678,106.35393234966864
2024-07-31,113.85242873253098,99.88933435736583,113.0327993588703,96.13201748124135,112.20825639268212,91.58679945552076,102.89942079073636,97.82622751767275,120.41977368404153,107.98213213878022
2024-08-01,113.38238566447761,99.28982746156248,112.28441472819115,95.41151540765756,111.9909293415822,92.6569646068394,102.38684137106598,96.57165880605481,119.88053865085459,108.12610870003222
2024-08-02,113.10302941305282,100.93241359226722,112.64863035255232,96.89635507500752,113.32254413897688,93.67001904888063,102.38949904932132,97.36074273994929,118.33815655982524,107.74849703621842
2024-08-05,113.5058326653592,102.53988335322337,113.18527677868207,97.27156320482847,111.66646849302246,94.61524086578142,102.31759130807426,98.77985714717875,118.37610246448125,106.54908362431367
2024-08-06,113.53021741076009,103.94939565002252,113.92057724660764,98.67635727002448,113.54386432186803,95.91704858755554,103.2139111504836,99.53819686547028,120.77758679673231,105.72754094145296
2024-08-07,113.55315267158507,105.95482073451367,113.57255736214871,98.47378986973327,113.35387300678697,94.67613488484277,102.22301006681128,96.92254587722536,119.23793302146284,103.55888225096729
2024-08-08,115.10437936376624,107.20276542577224,115.1089928356522,100.4168171964325,113.99447151617524,94.60874832711242,101.79425162671005,98.32142300518775,119.37467111556573,103.39447507538304
2024-08-09,112.45852269599568,106.25921929789197,113.62278254796831,97.22544791701036,111.79026290202124,94.77392617264607,102.26790632179228,97.82274837187344,118.89627906118503,103.77858023903775
2024-08-12,112.14421242948067,105.49666271349594,114.61053700660149,96.8461804794192,112.90270568161561,94.51871209673375,102.45265674030816,95.67937994329188,119.54005597428021,103.92708459531177
